competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1194,Jupiler Pro League (BE),609,Alireza Jahanbakhsh,A. Jahanbakhsh,1993-08-11,48.71,12.7,12.39,21,21,0,436.0,20.76,12.24,58.95,2.48,0.1,3.96,1.41,304.0,14.48,9.24,63.82,2.48,1.43,57.69,11.38,68.0,3.24,1.43,1.57,0.48,0.67,0.43,0.05,11.11,44.12,30.3,0.19,0.81,0.38,0.33,0.14,0.05,33.33,3.1,0.52,16.92,4.52,0.67,14.74,0.76,16.84
1194,Jupiler Pro League (BE),1266,Benito Raman,B. Raman,1994-11-07,41.8,10.83,10.16,28,28,0,243.0,8.68,4.43,51.03,1.61,0.21,7.5,1.76,151.0,5.39,2.61,48.35,1.11,0.39,35.48,3.21,80.0,2.86,1.29,1.57,0.43,1.18,0.93,0.11,11.54,45.0,27.27,0.32,0.71,0.32,0.54,0.04,0.0,0.0,1.29,0.18,13.89,2.96,0.79,26.51,0.82,27.71
1194,Jupiler Pro League (BE),1353,Birger Verstraete,B. Verstraete,1994-04-16,74.44,17.77,19.49,26,25,1,626.0,25.04,19.56,78.11,1.08,0.28,3.95,1.24,361.0,14.44,12.64,87.53,0.36,0.16,44.44,11.68,102.0,4.08,3.4,0.72,0.56,0.64,0.12,0.08,66.67,83.33,77.78,0.48,0.24,0.04,0.04,0.2,0.12,60.0,0.6,0.0,0.0,1.48,0.36,24.32,0.12,8.11
1194,Jupiler Pro League (BE),1386,Boli Bolingoli-Mbombo,B. Bolingoli-Mbombo,1995-07-01,42.62,8.75,14.19,3,3,0,56.0,18.67,12.0,64.29,0.33,0.0,3.73,1.23,41.0,13.67,10.0,73.17,1.33,0.33,25.0,11.67,10.0,3.33,2.33,2.67,1.67,1.33,1.0,0.67,66.67,70.0,62.5,0.0,2.33,0.0,0.0,0.0,0.0,,2.0,0.33,16.67,2.67,0.0,0.0,0.0,0.0
1194,Jupiler Pro League (BE),1441,Brandon Mechele,B. Mechele,1993-01-28,97.66,30.95,22.84,39,38,1,2503.0,65.87,59.26,89.97,2.13,0.24,4.53,1.62,1883.0,49.55,46.55,93.95,0.39,0.16,40.0,47.55,487.0,12.82,11.63,7.53,7.0,1.68,0.74,0.68,92.86,90.76,93.01,0.11,0.61,0.08,0.05,0.63,0.29,45.83,0.53,0.05,10.0,0.84,0.21,25.0,0.08,9.38
1194,Jupiler Pro League (BE),1539,Bryan Heynen,B. Heynen,1997-02-06,98.38,31.26,24.29,40,39,1,2377.0,60.95,50.31,82.54,4.85,0.49,3.81,1.45,1725.0,44.23,38.56,87.19,1.67,0.85,50.77,38.18,343.0,8.79,7.36,4.0,3.21,0.77,0.38,0.28,73.33,83.67,80.13,1.15,1.62,0.23,0.38,0.23,0.15,66.67,2.9,0.46,15.93,4.62,1.44,31.11,0.56,12.22
1194,Jupiler Pro League (BE),1971,Colin Coosemans,C. Coosemans,1992-08-03,100.1,26.89,24.94,38,36,2,935.0,25.97,16.19,62.35,0.19,0.03,5.15,3.04,518.0,14.39,10.11,70.27,0.11,0.06,50.0,14.0,198.0,5.5,3.11,3.22,1.94,0.06,0.0,0.0,,56.57,60.35,0.0,0.03,0.0,0.0,0.14,0.06,40.0,0.19,0.03,14.29,0.33,0.14,41.67,0.0,0.0
1194,Jupiler Pro League (BE),2550,Davy Roef,D. Roef,1994-02-06,99.78,26.49,28.42,41,39,2,1155.0,29.62,19.72,66.58,0.13,0.0,4.2,2.61,693.0,17.77,12.85,72.29,0.15,0.03,16.67,17.31,202.0,5.18,2.97,3.31,1.97,0.03,0.03,0.0,0.0,57.43,59.69,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.23,0.08,33.33,0.33,0.13,38.46,0.0,0.0
1194,Jupiler Pro League (BE),2645,Dennis Praet,D. Praet,1994-05-14,89.58,23.78,23.16,31,30,1,1244.0,41.47,31.93,77.01,2.43,0.03,4.72,1.57,724.0,24.13,20.27,83.98,1.13,0.43,38.23,19.97,254.0,8.47,7.17,3.6,2.87,1.17,0.67,0.33,50.0,84.65,79.63,0.33,2.37,0.23,0.23,0.17,0.17,100.0,1.63,0.3,18.37,2.73,0.43,15.85,0.27,9.76
1194,Jupiler Pro League (BE),4167,Gyrano Kerk,G. Kerk,1995-12-02,82.67,21.13,22.38,27,26,1,610.0,23.46,10.73,45.74,3.85,0.35,8.44,2.25,358.0,13.77,6.69,48.6,3.19,0.85,26.51,8.15,229.0,8.81,3.73,5.15,1.77,1.92,1.65,0.38,23.26,42.36,34.33,0.65,1.77,1.04,1.12,0.31,0.15,50.0,3.92,0.42,10.78,6.46,1.77,27.38,1.12,17.26
1194,Jupiler Pro League (BE),4193,Hannes Van der Bruggen,H. Van der Bruggen,1993-04-01,86.2,20.02,22.96,32,32,0,1247.0,38.97,29.72,76.26,2.94,0.19,2.48,0.93,679.0,21.22,17.88,84.24,0.91,0.5,55.17,16.09,91.0,2.84,2.0,1.59,1.22,0.25,0.12,0.06,50.0,70.33,76.47,0.66,0.62,0.06,0.12,0.16,0.09,60.0,1.25,0.09,7.5,2.88,0.84,29.35,0.25,8.7
1194,Jupiler Pro League (BE),4202,Hans Vanaken,H. Vanaken,1992-08-24,96.27,30.92,22.47,39,38,1,2454.0,64.58,54.63,84.6,5.74,0.61,3.85,1.43,1785.0,46.97,40.66,86.56,2.76,1.74,62.86,39.42,352.0,9.26,7.74,3.74,2.92,0.68,0.47,0.24,50.0,83.52,78.17,1.16,2.55,0.32,0.29,0.66,0.39,60.0,4.24,0.76,18.01,6.08,0.84,13.85,1.16,19.05
